Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
0.3064822554588318,-19.49051856994629,25.801769256591797,0.06114557012915611,-0.015846479684114456,0.11934520304203033,32.134700775146484,11.958586692810059,21.81479263305664,8.419867515563965,26.80780792236328,0.04902242496609688,1.1176679134368896,3.864629030227661,9.136941909790039,19.714487075805664,510.79400634765625,1239.5546875,-32.59703063964844,1588.578369140625,939.1431884765625,-47.29493713378906,2569.9619140625,887.7427368164062,-48.56120300292969
