Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
0.6224756240844727,-13.33501148223877,22.514753341674805,0.024059578776359558,-0.002651524730026722,0.33713024854660034,26.35624122619629,3.63698673248291,19.650938034057617,-0.3706461787223816,13.67688274383545,0.016296641901135445,0.7511827945709229,1.8229798078536987,3.7763869762420654,15.33825969696045,606.4285888671875,1304.3935546875,-87.91112518310547,1628.2972412109375,1082.458984375,-95.46006774902344,2651.857666015625,974.279296875,-98.44115447998047
