Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
0.5764870643615723,-16.060461044311523,24.627588272094727,0.04099716991186142,-0.021579351276159286,0.45100146532058716,25.17232322692871,10.705812454223633,11.635066986083984,3.969437837600708,16.776458740234375,0.024484582245349884,0.8917632699012756,2.1949822902679443,2.443129301071167,17.785879135131836,525.06396484375,1128.8487548828125,-75.48389434814453,1492.427001953125,924.3048095703125,-86.40984344482422,2428.523681640625,863.4376831054688,-90.31451416015625
